car,price,body,mileage,engV,engType,registration,year,model,drive
Hyundai,13900,sedan,44,2,Petrol,yes,2010,Sonata,front
BMW,6899,vagon,320,2.8,Gas,yes,1997,528,rear
Hyundai,11700,sedan,85,1.4,Petrol,yes,2013,Accent,front
BMW,21700,crossover,125,3,Petrol,yes,2007,X5,full
Hyundai,8800,hatch,141,1.6,Diesel,yes,2009,i30,front
Audi,16500,sedan,136,3.2,Petrol,yes,2007,A6,front
Audi,2550,sedan,304,2.5,Diesel,no,1998,A6,front
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Hyundai,28500,crossover,0,2,Petrol,yes,2016,Tucson,full
Audi,2000,sedan,360,1.6,Other,no,1996,A4,
Hyundai,11000,sedan,116,3.3,Gas,yes,2007,Grandeur,front
Hyundai,6500,sedan,150,1.4,Petrol,yes,2008,Accent,front
Hyundai,6500,hatch,88,1.4,Petrol,yes,2006,Getz,front
BMW,6900,sedan,238,3.5,Petrol,yes,1999,535,rear
Audi,12000,sedan,200,6,Petrol,yes,2004,A8,full
Hyundai,16000,crossover,97,2,Petrol,yes,2011,IX35,full
Hyundai,6700,sedan,70,1.4,Petrol,yes,2011,Accent,front
BMW,4100,sedan,26,3,Diesel,no,2001,530,rear
Audi,17800,sedan,177,4.2,Petrol,yes,2008,A8,full
Audi,4200,sedan,236,2.5,Diesel,no,2003,A6,full
Audi,47000,crossover,64,3,Diesel,yes,2013,Q7,full
BMW,14200,sedan,135,3,Gas,yes,2004,530,
Hyundai,10999,sedan,59,1.4,Petrol,yes,2011,Accent,front
Audi,8000,sedan,234,2.4,Petrol,yes,1998,A6,full
Audi,0,sedan,177,1.8,Petrol,yes,1998,A4,
BMW,3300,sedan,233,28,Petrol,no,1997,528,rear
Audi,39999,crossover,45,2,Diesel,yes,2014,Q5,full
Audi,68000,crossover,20,3,Petrol,yes,2014,Q5,full
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear
Hyundai,10500,crossover,170,2,Gas,yes,2008,Tucson,full
BMW,7000,sedan,400,2.8,Petrol,yes,1998,528,rear
BMW,48550,other,147,4,Diesel,yes,2012,X5,full
BMW,5400,sedan,404,2.5,Petrol,yes,1992,525,rear
BMW,27500,sedan,170,2,Diesel,yes,2011,520,rear
BMW,8800,crossover,284,3,Diesel,no,2004,X5,full
BMW,4500,sedan,28,1.9,Petrol,yes,1995,318,
BMW,3800,sedan,250,3,Diesel,no,2002,330,rear
Audi,23900,sedan,180,3,Diesel,yes,2009,A6,full
Hyundai,6200,sedan,92,1.4,Petrol,yes,2007,Accent,front
Audi,3000,sedan,278,2.5,Diesel,no,1999,A6,front
Audi,5200,sedan,250,1.8,Other,yes,1996,A4,front
BMW,12200,sedan,239,3,Diesel,yes,2001,730,rear
BMW,4500,sedan,230,4,Gas,yes,1994,540,rear
Audi,8100,vagon,302,2.5,Diesel,yes,2000,A6,front
Audi,33500,crossover,67,2,Petrol,yes,2011,Q5,full
Hyundai,17200,crossover,92,2.2,Diesel,yes,2012,Santa FE,full
Audi,9300,sedan,186,2.8,Petrol,yes,2000,A6,front
BMW,2300,sedan,189,1.8,Petrol,no,2002,318,rear
Audi,600,sedan,112,1.6,Petrol,yes,1980,80,front
Audi,3000,vagon,270,1.9,Diesel,no,2001,A4,front
Audi,28500,crossover,74,2,Petrol,yes,2010,Q5,full
BMW,14500,sedan,215,NA,Petrol,yes,2006,525,full
Audi,11800,vagon,278,2.5,Diesel,yes,2005,A6,full
Audi,3800,sedan,253,2.5,Diesel,no,1998,A6,front
Audi,27300,other,150,4.2,Petrol,yes,2007,Q7,full
Audi,0,sedan,370,2.6,Other,yes,1997,A6,front
BMW,20500,crossover,285,4.8,Petrol,yes,2006,X5,full
Hyundai,9500,sedan,52,1.3,Petrol,yes,2011,Accent,front
BMW,3999,sedan,250,3,Diesel,no,2000,530,rear
Hyundai,15500,sedan,125,2,Petrol,yes,2012,Sonata,front
BMW,5000,other,75,1.9,Petrol,no,1998,Z3,rear
BMW,25000,crossover,150,30,Petrol,yes,2007,X5,full
Audi,4000,sedan,320,2.8,Petrol,yes,1992,100,front
Hyundai,10700,other,74,2,Gas,yes,2008,Coupe,front
Audi,35000,sedan,61,2.8,Petrol,yes,2012,A6,full
BMW,33000,crossover,200,3,Diesel,yes,2010,X5,full
BMW,14300,sedan,217,3,Diesel,yes,2005,530,rear
Audi,0,sedan,280,4.2,Petrol,yes,2000,A8,full
Audi,19500,crossover,175,3.6,Petrol,yes,2007,Q7,full
Audi,13000,other,161,1.8,Gas,yes,2001,TT,front
Audi,3390,sedan,289,2.5,Diesel,no,2002,A6,front
BMW,13200,sedan,150,2.2,Petrol,yes,2004,520,rear
BMW,25500,crossover,210,3,Gas,yes,2008,X5,
BMW,2500,vagon,250,2.5,Diesel,no,2000,525,rear
BMW,3950,sedan,300,2,Petrol,yes,1986,320,rear
Audi,3550,sedan,215,2.5,Diesel,no,2001,A6,front
Audi,2500,sedan,371,2.2,Gas,yes,1987,100,front
BMW,8400,sedan,297,2.2,Petrol,yes,2000,320,rear
BMW,19900,other,129,2,Petrol,yes,2008,320,rear
Hyundai,23800,crossover,115,2.2,Diesel,yes,2011,Santa FE,full
BMW,5850,sedan,250,4.5,Gas,yes,2001,745,rear
Audi,18700,sedan,136,2,Diesel,yes,2009,A6,full
Audi,11900,sedan,131,2,Petrol,yes,2007,A4,front
BMW,2600,sedan,250,1.6,Petrol,yes,1996,316,rear
Hyundai,6300,hatch,97,1.4,Petrol,yes,2007,Getz,front
Hyundai,7700,sedan,117,1.6,Petrol,yes,2007,Elantra,front
BMW,42000,sedan,71,2.99,Petrol,yes,2011,535,full
BMW,3400,vagon,191,2,Diesel,no,2002,320,rear
BMW,13500,sedan,138,2.5,Petrol,yes,2004,525,rear
Hyundai,14500,crossover,90,2.7,Gas,yes,2008,Santa FE,full
Audi,3500,sedan,354,2.5,Diesel,no,2000,A6,full
BMW,4850,sedan,280,3,Diesel,no,1999,730,rear
Audi,6500,sedan,330,2.4,Petrol,yes,1999,A6,front
Hyundai,6200,sedan,82,1.4,Gas,yes,2009,Accent,front
BMW,4700,sedan,200,2.5,Petrol,yes,1995,525,rear
BMW,75000,crossover,20,3,Diesel,yes,2014,X5,full
Audi,10900,sedan,225,2.4,Petrol,yes,2005,A6,front
BMW,17200,crossover,308,4.6,Gas,yes,2003,X5,full
Audi,34419.45,sedan,0,1.4,Petrol,yes,2016,Q3,
Hyundai,7200,van,125,1.5,Diesel,yes,2007,Matrix,front
Hyundai,5300,other,186,1.3,Petrol,yes,2005,Getz,front
Hyundai,18500,crossover,72,2,Gas,yes,2011,IX35,full
BMW,0,sedan,65,2,Petrol,yes,2012,320,rear
BMW,45000,crossover,80,3,Petrol,yes,2011,X6,full
BMW,28000,sedan,127,2.5,Petrol,yes,2010,523,rear
Audi,3500,vagon,250,2.5,Diesel,no,1998,A6,front
BMW,23500,crossover,180,4.8,Petrol,yes,2008,X5,full
Hyundai,8900,crossover,160,2,Diesel,yes,2006,Santa FE,full
Hyundai,13999,sedan,9,1.4,Diesel,yes,2014,i30,front
Hyundai,9000,crossover,170,2,Petrol,yes,2008,Tucson,front
BMW,21700,crossover,101,2.5,Gas,yes,2007,X3,full
BMW,15250,other,144,3,Petrol,yes,2004,530,rear
BMW,10600,sedan,285,2,Diesel,yes,2007,520,
BMW,26900,crossover,140,4.8,Petrol,yes,2009,X5,full
Hyundai,17250,crossover,97,2,Gas,yes,2011,IX35,full
BMW,57000,other,20,3.5,Petrol,yes,2013,X6,
Audi,2750,sedan,450,2.5,Diesel,no,1999,A6,front
BMW,10800,sedan,180,2,Petrol,yes,2002,318,rear
BMW,4300,sedan,240,2.5,Diesel,no,2002,525,rear
Hyundai,13950,sedan,67,1.8,Petrol,yes,2012,Elantra,front
Audi,10700,vagon,222,2.5,Diesel,yes,2005,A6,front
Hyundai,6999,sedan,103,1.5,Diesel,yes,2008,Accent,front
BMW,42500,crossover,29,3,Petrol,yes,2011,X3,full
BMW,38000,sedan,61,NA,Petrol,yes,2013,535,rear
Hyundai,10500,crossover,112,2,Petrol,yes,2008,Tucson,full
BMW,33500,sedan,65,2,Petrol,yes,2013,520,rear
BMW,32000,crossover,138,3,Petrol,yes,2009,X6,full
Hyundai,10300,crossover,184,2,Gas,yes,2007,Tucson,full
Hyundai,7000,sedan,113,1.5,Diesel,yes,2008,Accent,front
Hyundai,5100,hatch,110,1.4,Other,yes,2005,Getz,front
Hyundai,5400,hatch,133,1.4,Petrol,yes,2004,Getz,front
Audi,38500,vagon,75,2,Diesel,yes,2013,Q3,full
Audi,10500,vagon,198,4.2,Gas,yes,2005,A6 Allroad,full
BMW,8100,crossover,175,3,Gas,no,2005,X5,full
BMW,14000,crossover,240,4.4,Gas,yes,2002,X5,full
BMW,18000,sedan,180,2,Other,no,2011,520,rear
BMW,9500,sedan,315,2.5,Diesel,yes,2001,525,rear
BMW,8200,sedan,238,3,Diesel,no,2004,730,rear
BMW,71500,crossover,19,2.5,Diesel,yes,2015,X5,full
BMW,8999,other,160,1.8,Petrol,yes,1997,318,rear
Audi,2400,sedan,305,2.3,Gas,yes,1989,100,front
BMW,4900,sedan,295,2,Petrol,yes,1994,520,rear
Hyundai,9900,vagon,159,1.6,Other,yes,2011,i30,front
Audi,12900,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,full
BMW,28000,crossover,116,NA,Petrol,yes,2008,X5,full
Audi,6200,vagon,316,2.6,Gas,yes,1997,A6,full
Audi,3250,sedan,285,NA,Gas,no,1996,A8,full
BMW,34500,sedan,45,2,Petrol,yes,2013,320,full
BMW,23000,other,100,NA,Other,yes,2005,630,
BMW,3200,sedan,178,1.9,Petrol,no,2001,318,rear
Audi,7200,sedan,250,2.4,Gas,yes,1998,A6,front
Hyundai,10500,crossover,135,2,Gas,yes,2008,Tucson,full
BMW,5400,crossover,250,3,Petrol,no,2003,X5,full
BMW,5500,sedan,402,2,Petrol,yes,1988,520,
Hyundai,11999,sedan,108,1.6,Gas,yes,2011,Elantra,
Hyundai,14500,crossover,146,2.2,Diesel,yes,2007,Santa FE,full
BMW,32500,sedan,131,2,Diesel,yes,2010,520,rear
Audi,2100,vagon,230,1.9,Diesel,no,2000,A4,
BMW,2666,sedan,360,2.5,Diesel,no,1996,525,rear
Hyundai,9200,hatch,7,1.2,Petrol,yes,2011,i10,front
Hyundai,6800,hatch,86,1.4,Gas,yes,2007,Getz,front
Hyundai,9600,crossover,180,2,Petrol,yes,2008,Tucson,full
BMW,27300,sedan,155,2,Diesel,yes,2012,520,rear
Audi,25000,other,60,2,Petrol,yes,2011,A5,full
Audi,1950,vagon,300,1.8,Petrol,no,1999,A4,full
Audi,2400,sedan,310,2,Diesel,yes,1989,100,front
BMW,51000,sedan,97,3,Diesel,yes,2011,730,rear
BMW,38500,sedan,140,2,Diesel,yes,2012,520,rear
BMW,45200,crossover,68,3,Diesel,yes,2012,X5,full
Audi,22500,sedan,99,2,Other,yes,2010,A5,full
BMW,32500,sedan,134,2,Diesel,yes,2010,520,rear
BMW,5000,sedan,270,3,Diesel,yes,2000,530,rear
Hyundai,10000,crossover,106,2.7,Petrol,yes,2007,Tucson,full
BMW,11500,sedan,290,3,Diesel,yes,2001,730,rear
Hyundai,5900,van,141,1.6,Petrol,yes,2005,Matrix,front
BMW,117000,crossover,1,NA,Other,yes,2016,X6 M,
Hyundai,7900,other,77,1.2,Petrol,yes,2011,i20,front
Hyundai,11300,crossover,116,2,Diesel,yes,2009,Tucson,full
BMW,3700,other,110,2.5,Petrol,yes,1983,323,rear
BMW,6700,sedan,370,2,Petrol,yes,1997,320,rear
BMW,13000,sedan,220,2.5,Petrol,yes,2005,523,rear
BMW,15299,other,136,NA,Petrol,yes,2008,523,rear
BMW,7400,sedan,277,3.5,Gas,yes,1998,535,rear
Audi,36500,crossover,159,3,Diesel,yes,2010,Q7,full
Audi,7999,sedan,177,2.7,Gas,yes,2003,A6,full
Audi,3300,sedan,300,1.8,Gas,yes,1987,80,front
BMW,4700,sedan,230,2.5,Petrol,yes,1990,525,rear
Hyundai,11500,crossover,135,2,Petrol,yes,2006,Tucson,full
Hyundai,6500,hatch,108,1.4,Gas,yes,2007,Getz,front
BMW,11900,sedan,300,2.5,Gas,yes,2004,525,rear
BMW,18500,crossover,250,4.4,Gas,yes,2005,X5,full
BMW,7000,sedan,338,NA,Petrol,yes,1997,728,rear
Audi,14900,sedan,203,2.8,Petrol,yes,2008,A6,full
BMW,48900,crossover,60,3,Diesel,yes,2011,X3,full
Audi,1350,vagon,400,1.9,Diesel,no,1994,80,front
BMW,25500,crossover,187,4.8,Gas,yes,2007,X5,
Audi,6700,sedan,340,2.6,Gas,yes,1997,A6,front
Hyundai,11000,sedan,149,3.3,Petrol,yes,2008,Grandeur,front
Audi,23500,crossover,119,4.2,Gas,yes,2007,Q7,full
BMW,25999,sedan,80,2,Petrol,yes,2012,320,rear
Audi,13500,sedan,196,2.4,Petrol,yes,2005,A6,front
Hyundai,6700,sedan,100,1.6,Petrol,yes,2008,Accent,front
Hyundai,16300,sedan,93,2.4,Gas,yes,2012,Sonata,front
Hyundai,9900,sedan,40,1.4,Petrol,yes,2011,Accent,front
BMW,24100,vagon,112,3,Petrol,yes,2011,X1,full
BMW,8000,crossover,214,4.4,Petrol,no,2000,X5,full
BMW,14300,sedan,198,NA,Petrol,yes,2005,523,rear
Hyundai,6900,sedan,86,1.4,Gas,yes,2009,Accent,front
Audi,9500,vagon,165,2.7,Gas,yes,2003,A6 Allroad,full
BMW,15200,sedan,227,2.5,Petrol,yes,2008,525,rear
Audi,56000,crossover,44,3,Diesel,yes,2014,Q7,full
BMW,9000,sedan,245,3,Diesel,yes,2001,730,rear
Hyundai,14850,sedan,75,18,Gas,yes,2012,Elantra,front
Hyundai,10900,sedan,22,1.4,Petrol,yes,2014,Accent,front
BMW,6600,sedan,285,2.5,Petrol,yes,1999,525,rear
Hyundai,9300,sedan,58,1.4,Petrol,yes,2011,Accent,front
BMW,26800,sedan,47,2,Petrol,yes,2013,320,rear
BMW,65500,crossover,1,2,Diesel,yes,2016,X5,full
Audi,16800,hatch,47,1.2,Petrol,yes,2013,A3,front
Audi,15000,hatch,66,1.2,Petrol,yes,2011,A1,front
BMW,33000,sedan,60,NA,Petrol,yes,2012,328,rear
Audi,3500,other,360,2.2,Gas,yes,1990,100,full
BMW,22100,hatch,42,1.6,Petrol,yes,2013,116,rear
Audi,3400,vagon,261,2.5,Diesel,no,2004,A6,front
Audi,3900,sedan,247,2.5,Diesel,no,2003,A6,front
Hyundai,5500,hatch,87,1.4,Petrol,yes,2007,Getz,front
BMW,11600,sedan,142,2,Petrol,yes,2005,320,rear
BMW,9000,sedan,225,2.2,Gas,yes,2002,320,rear
BMW,2650,vagon,335,2,Petrol,no,2000,320,rear
BMW,4600,sedan,340,2,Gas,yes,1995,520,rear
Hyundai,18999,crossover,48,2,Gas,yes,2011,IX35,full
BMW,41000,crossover,80,3,Petrol,yes,2012,X6,full
Audi,30900,vagon,118,2,Petrol,yes,2013,A4 Allroad,full
Audi,15800,hatch,123,1.4,Petrol,yes,2010,A3,front
Audi,7900,sedan,274,1.8,Gas,yes,2003,A6,front
Audi,4800,sedan,390,2.6,Petrol,yes,1993,100,front
Audi,3600,vagon,250,2.5,Other,yes,1999,A6,front
BMW,9000,sedan,175,3,Petrol,no,2006,330,full
Audi,10000,sedan,131,1.8,Petrol,yes,2005,A4,front
Audi,30999,sedan,2,1.4,Petrol,yes,2016,A3,front
BMW,2200,sedan,460,2.4,Diesel,yes,1988,324,rear
Audi,30500,sedan,110,3,Petrol,yes,2011,A6,full
BMW,137000,crossover,2,4.4,Petrol,yes,2016,X5 M,full
BMW,7777,other,375,4,Diesel,yes,2000,740,
BMW,10500,hatch,220,2,Petrol,yes,2005,118,rear
BMW,16400,sedan,187,4.8,Gas,yes,2007,750,rear
BMW,3499,sedan,101,2.5,Petrol,yes,1990,525,rear
BMW,18500,sedan,114,2,Gas,yes,2008,520,rear
Audi,33500,hatch,35,1.8,Petrol,yes,2014,A5,front
BMW,36900,sedan,81,3,Diesel,yes,2010,730,rear
BMW,2200,sedan,290,2.5,Gas,yes,1997,525,
BMW,17300,sedan,180,3,Diesel,yes,2007,730,rear
Audi,6600,sedan,360,1.8,Petrol,yes,1998,A6,front
Hyundai,9500,crossover,140,2,Gas,yes,2008,Tucson,full
Audi,11500,sedan,85,1.8,Petrol,yes,2007,A4,front
BMW,7800,sedan,310,2,Gas,yes,2000,520,rear
BMW,32900,crossover,90,3,Petrol,yes,2008,X6,full
BMW,36500,sedan,33,2,Diesel,yes,2014,328,rear
BMW,19900,other,95,4.5,Petrol,yes,2005,645,rear
BMW,27900,sedan,38,2,Petrol,yes,2013,320,rear
BMW,23500,crossover,140,4.8,Petrol,yes,2008,X5,full
Audi,16800,sedan,47,1.2,Petrol,yes,2013,A3,front
Hyundai,12000,hatch,70,1.6,Diesel,yes,2011,i30,front
Hyundai,4800,sedan,220,1.6,Petrol,yes,2002,Elantra,front
BMW,8700,other,212,3,Diesel,no,2004,730,rear
Hyundai,10400,sedan,78,1.4,Petrol,yes,2011,Accent,front
Hyundai,18499,crossover,39,2,Petrol,yes,2011,IX35,full
BMW,2850,sedan,386,5,Gas,yes,1988,750,rear
Hyundai,2300,van,210,2.5,Diesel,yes,1998,H 100 пасс.,rear
BMW,6100,sedan,205,1.8,Petrol,yes,2001,316,rear
BMW,72900,crossover,16,3,Diesel,yes,2015,X6,full
Hyundai,21400,crossover,96,2.2,Diesel,yes,2012,Santa FE,full
Audi,12800,other,0,NA,Other,yes,2005,A6,
Audi,21500,vagon,165,2,Diesel,yes,2010,A6,front
BMW,8900,sedan,234,3.5,Gas,yes,1999,735,rear
BMW,11700,sedan,316,NA,Diesel,yes,2001,730,rear
BMW,2050,vagon,300,2.5,Diesel,no,1997,525,rear
BMW,4000,sedan,335,2,Diesel,no,1999,320,rear
Hyundai,8999,hatch,74,1.4,Petrol,yes,2011,i20,
BMW,58500,crossover,80,3,Diesel,yes,2013,X5,full
Audi,9499,sedan,255,2.5,Diesel,yes,2002,A6,front
BMW,58500,crossover,80,3,Diesel,yes,2013,X5 M,full
BMW,3600,sedan,221,3,Diesel,no,2002,530,rear
Audi,4400,sedan,340,2.8,Gas,yes,1992,100,front
BMW,18000,crossover,280,3,Diesel,yes,2005,X5,full
Audi,17500,vagon,144,2,Diesel,yes,2010,A4,front
BMW,5900,hatch,243,2,Petrol,no,2006,116,
Hyundai,30900,crossover,0,2,Petrol,yes,2016,Tucson,full
BMW,1400,sedan,260,1.8,Petrol,no,1996,318,rear
Hyundai,35500,crossover,0,2,Diesel,yes,2016,Tucson,full
BMW,22600,crossover,69,3,Petrol,no,2013,X6,full
Hyundai,17999,crossover,39,2,Petrol,yes,2013,IX35,
BMW,16700,crossover,260,4.4,Petrol,yes,2003,X5,full
Hyundai,17950,crossover,17,2,Petrol,yes,2013,Santa FE,full
BMW,16100,crossover,194,3,Diesel,yes,2004,X5,full
Hyundai,13300,crossover,122,2.7,Gas,yes,2009,Tucson,full
BMW,46800,sedan,33,2,Diesel,yes,2014,520,rear
BMW,15400,vagon,179,2,Diesel,yes,2007,520,front
Hyundai,17500,crossover,88,NA,Other,yes,2012,IX35,
Audi,4200,vagon,215,2.5,Diesel,no,2003,A6,full
Audi,23000,crossover,167,3.6,Petrol,yes,2008,Q7,full
BMW,7400,sedan,285,4.4,Gas,yes,1997,540,rear
BMW,12700,hatch,130,2,Petrol,yes,2007,118,rear
Audi,7800,sedan,90,2.2,Gas,yes,1994,S4,full
Hyundai,6250,sedan,190,2,Petrol,yes,2006,Elantra,front
Audi,8150,sedan,162,2,Petrol,yes,2004,A4,front
Hyundai,10800,sedan,182,3.3,Gas,yes,2008,Sonata,front
BMW,12800,sedan,194,4.4,Gas,yes,2002,745,rear
Hyundai,9500,crossover,170,2,Gas,yes,2008,Tucson,
Audi,23000,other,115,1.8,Petrol,yes,2008,S4,
Hyundai,8200,hatch,27,1.4,Petrol,yes,2011,i30,
BMW,3500,hatch,1,2,Petrol,yes,2006,120,rear
Audi,2099,sedan,314,1.9,Diesel,no,1996,A4,front
Audi,13200,vagon,182,2.7,Gas,yes,2003,A6 Allroad,full
BMW,33500,sedan,1,1.5,Petrol,yes,2015,318,rear
Audi,35000,sedan,92,2.8,Petrol,yes,2013,A6,full
Hyundai,6400,sedan,113,1.4,Petrol,yes,2007,Accent,front
Audi,2650,vagon,268,2.5,Diesel,no,2000,A6,
BMW,5000,sedan,305,2,Petrol,yes,1995,520,rear
BMW,24999,vagon,24,2,Petrol,yes,2012,X1,rear
BMW,5000,sedan,400,2,Petrol,yes,1991,520,rear
Audi,9800,hatch,165,1.6,Gas,yes,2006,A3,front
BMW,0,crossover,6,4.4,Petrol,yes,2016,X5 M,full
Hyundai,10900,crossover,97,2,Diesel,yes,2008,Tucson,full
Audi,33900,other,14,1.8,Petrol,yes,2014,TT,front
Hyundai,27800,crossover,93,3,Diesel,yes,2012,ix55 (Veracruz),full
Audi,14200,sedan,176,3,Diesel,yes,2005,A6,full
Audi,3500,sedan,1,2,Other,yes,1988,90,front
Hyundai,12900,sedan,143,2,Petrol,yes,2010,Sonata,
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front
Audi,23500,crossover,245,3,Diesel,yes,2007,Q7,full
Audi,33000,crossover,60,2,Petrol,yes,2011,Q5,full
Hyundai,20700,sedan,18,2.4,Gas,yes,2014,Sonata,front
BMW,36900,crossover,82,3,Petrol,yes,2010,X6,full
Audi,35900,sedan,105,2,Diesel,yes,2014,A6,front
Hyundai,4300,van,250,2.5,Diesel,yes,2001,H1 груз.,rear
BMW,8400,sedan,220,2.2,Gas,yes,2001,5 Series,rear
Hyundai,5900,hatch,106,1.6,Petrol,yes,2006,Getz,front
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear
BMW,13700,sedan,122,2,Petrol,yes,2007,318,rear
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear
BMW,62900,crossover,1,2,Diesel,yes,2016,X5,full
BMW,47000,other,5,2,Petrol,yes,2014,Z4,rear
Audi,18400,vagon,151,2,Diesel,yes,2010,A4,front
BMW,8100,vagon,180,2,Diesel,no,2011,118,front
BMW,19900,other,218,3,Petrol,yes,2007,335,rear
BMW,34900,vagon,136,2,Diesel,yes,2012,520,rear
BMW,21000,hatch,79,1.6,Petrol,yes,2013,118,rear
Audi,6900,sedan,327,3.7,Petrol,yes,1997,A8,full
BMW,6500,sedan,1,3,Petrol,yes,1995,730,rear
BMW,45500,sedan,42,2,Diesel,yes,2014,520,rear
BMW,11700,sedan,270,3,Diesel,yes,2003,530,rear
Audi,3700,hatch,420,2,Diesel,no,2004,A3,front
BMW,5800,other,400,2,Petrol,yes,1998,520,rear
BMW,31000,vagon,15,NA,Other,yes,2015,I3,front
BMW,4100,sedan,350,2.4,Diesel,yes,1992,525,rear
Audi,17000,crossover,127,3,Diesel,no,2013,Q7,full
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear
Hyundai,6400,hatch,79,1.4,Petrol,yes,2007,Getz,front
BMW,11800,crossover,210,3,Diesel,no,2006,X5,full
BMW,3700,sedan,305,1.9,Petrol,no,2000,318,rear
Audi,30500,vagon,152,3,Diesel,yes,2012,A6,full
Audi,8700,sedan,202,3.7,Gas,yes,1998,A8,full
Audi,49900,other,79,4.2,Petrol,yes,2007,R8,full
BMW,2800,sedan,300,1.8,Other,yes,1987,318,rear
BMW,6499,other,230,3,Diesel,no,2002,X5,
Audi,0,sedan,166,3,Gas,yes,2005,A6,full
Audi,53700,crossover,67,3,Petrol,yes,2013,A6 Allroad,full
Audi,15000,sedan,168,NA,Other,yes,2007,A6,
BMW,0,sedan,145,2,Diesel,yes,2007,320,rear
Audi,14300,sedan,175,3,Petrol,yes,2006,A6,full
BMW,10800,other,191,2.2,Petrol,yes,2002,320,rear
Audi,1750,vagon,330,1.9,Diesel,no,1996,A4,front
BMW,5800,sedan,270,4.4,Petrol,yes,1996,540,rear
BMW,12500,crossover,176,3,Gas,yes,2002,X5,full
Audi,31500,sedan,80,2,Petrol,yes,2013,A6,front
BMW,12800,sedan,140,2.2,Petrol,yes,2005,520,rear
BMW,22500,other,100,3,Petrol,yes,2007,630,rear
BMW,19000,crossover,215,3,Diesel,yes,2006,X5,full
Audi,69999,crossover,21,3,Petrol,yes,2015,A6 Allroad,full
BMW,17700,sedan,98,2,Petrol,yes,2011,320,rear
Audi,21000,sedan,210,4.2,Petrol,yes,2009,A8,full
BMW,51500,crossover,23,3,Petrol,yes,2013,X6,full
BMW,39900,crossover,82,3,Petrol,yes,2011,X6,full
Hyundai,23999,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
Audi,20500,sedan,106,1.8,Petrol,yes,2011,A4,front
Hyundai,5000,van,5,2.5,Diesel,yes,1999,H 200 пасс.,rear
BMW,18777,sedan,134,4.4,Petrol,yes,2005,545,rear
BMW,4950,sedan,1,3,Petrol,yes,1996,730,rear
Audi,44000,hatch,1,1.4,Petrol,yes,2016,A5,
Hyundai,13000,sedan,6,1.4,Petrol,yes,2012,Accent,front
Audi,3000,vagon,270,2.5,Diesel,yes,1998,A4,front
Audi,2500,vagon,280,2.5,Other,no,1999,A6,full
BMW,23900,crossover,162,4.8,Petrol,yes,2007,X5,full
BMW,64999,sedan,15,3,Petrol,yes,2012,640,rear
Hyundai,10200,other,82,2,Gas,yes,2008,Coupe,front
Hyundai,7400,hatch,112,1.4,Other,yes,2008,i30,front
BMW,11900,sedan,1,2.8,Petrol,yes,2002,528,rear
Audi,1999,sedan,400,1.6,Diesel,yes,1986,80,front
Audi,2550,vagon,1,2.5,Diesel,no,1998,A6,front
Audi,13700,sedan,300,2,Diesel,yes,2005,A6,front
Audi,27300,other,65,2,Petrol,yes,2011,TT,full
Hyundai,34500,crossover,0,2,Diesel,yes,2016,Tucson,full
Hyundai,18000,crossover,55,2,Petrol,yes,2012,IX35,full
Audi,10900,sedan,199,3,Petrol,yes,2004,A8,front
Hyundai,10700,hatch,114,1.6,Diesel,yes,2011,i30,front
Audi,9700,sedan,249,2.5,Diesel,yes,2004,A6,full
Audi,23333,other,150,4.2,Petrol,yes,2007,Q7,full
Audi,48900,other,82,4.2,Petrol,yes,2007,R8,full
BMW,13000,sedan,90,5,Petrol,no,2008,M5,rear
BMW,37500,other,55,2,Petrol,yes,2014,428,rear
BMW,18700,crossover,260,3,Diesel,yes,2006,X5,full
BMW,13950,crossover,278,3,Diesel,yes,2003,X5,full
Audi,39999,crossover,45,2,Diesel,yes,2014,Q3,full
BMW,19500,sedan,190,6,Petrol,yes,2004,760,rear
Hyundai,0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
BMW,52222,hatch,3,2,Diesel,yes,2016,4 Series Gran Coupe,full
Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4,front
Audi,8600,sedan,260,2.5,Diesel,yes,2002,A6,front
Hyundai,33500,crossover,0,2,Petrol,yes,2016,Tucson,full
BMW,6699,sedan,299,2.2,Petrol,yes,2001,523,rear
Audi,6499,sedan,270,4.2,Petrol,yes,2000,S8,full
Hyundai,9650,crossover,170,2,Diesel,yes,2006,Tucson,full
BMW,9100,sedan,230,2,Gas,yes,2004,318,rear
BMW,3000,sedan,350,99.99,Other,yes,1992,520,rear
Audi,39900,other,12,1.8,Petrol,yes,2014,A5,front
BMW,17800,vagon,159,3,Diesel,yes,2008,530,rear
Hyundai,15450,crossover,63,2,Petrol,yes,2011,Tucson,full
BMW,7400,sedan,279,3.5,Gas,yes,1998,735,rear
Audi,11900,sedan,195,2.4,Gas,yes,2005,A6,front
